date_key ;sale_date
19606;19/8/2024
19607;13/10/2021
19608;20/6/2021
19609;12/11/2023
19610;7/9/2023
19611;11/1/2023
19612;9/12/2022
19613;20/9/2020
19614;9/3/2021
19615;8/7/2020
19616;14/12/2021
19617;23/5/2020
19618;13/12/2023
19619;5/1/2022
19620;12/9/2023
19621;12/2/2022
19622;18/2/2022
19623;13/5/2023
19624;8/3/2021
19625;21/10/2021
19626;30/3/2020
19627;28/8/2022
19628;11/4/2024
19629;9/1/2023
19630;12/5/2023
19631;24/9/2023
19632;1/1/2023
19633;14/7/2023
19634;1/7/2021
19635;6/11/2024
19636;27/3/2020
19637;16/5/2022
19638;18/12/2022
19639;18/1/2022
19640;1/8/2023
19641;19/5/2023
19642;18/4/2023
19643;10/10/2022
19644;27/11/2021
19645;16/1/2021
19646;7/6/2020
19647;25/5/2022
19648;16/10/2024
19649;15/8/2020
19650;29/5/2024
19651;15/6/2024
19652;9/8/2021
19653;9/4/2021
19654;16/9/2021
19655;23/4/2022
19656;27/2/2021
19657;6/11/2023
19658;24/3/2021
19659;6/12/2020
19660;12/2/2022
19661;11/9/2021
19662;16/6/2022
19663;14/6/2023
19664;21/9/2020
19665;25/2/2021
19666;23/10/2023
19667;27/9/2023
19668;30/8/2024
19669;26/2/2022
19670;12/1/2022
19671;31/8/2020
19672;11/1/2022
19673;2/5/2023
19674;31/12/2020
19675;4/2/2021
19676;23/1/2024
19677;13/4/2024
19678;19/12/2020
19679;1/2/2020
19680;23/4/2023
19681;11/6/2021
19682;26/1/2020
19683;27/3/2023
19684;4/9/2021
19685;22/4/2021
19686;25/1/2024
19687;15/6/2021
19688;14/9/2022
19689;10/8/2021
19690;13/5/2021
19691;1/11/2021
19692;4/6/2021
19693;11/6/2023
19694;7/11/2023
19695;13/1/2021
19696;5/2/2020
19697;21/6/2022
19698;20/6/2024
19699;4/2/2021
19700;3/3/2024
19701;7/10/2020
19702;3/7/2023
19703;17/7/2020
19704;2/7/2020
19705;21/12/2022
19706;30/6/2023
19707;7/12/2023
19708;22/5/2024
19709;27/2/2020
19710;12/12/2023
19711;25/7/2023
19712;2/6/2020
19713;26/12/2022
19714;24/1/2024
19715;10/10/2023
19716;7/12/2020
19717;2/11/2024
19718;11/1/2024
19719;28/3/2020
19720;28/9/2021
19721;10/2/2021
19722;11/6/2024
19723;25/4/2022
19724;24/2/2022
19725;14/5/2020
19726;12/6/2024
19727;21/6/2021
19728;6/7/2021
19729;17/4/2023
19730;8/4/2022
19731;28/4/2022
19732;23/6/2024
19733;19/12/2020
19734;8/8/2021
19735;26/7/2024
19736;16/11/2020
19737;29/7/2024
19738;12/7/2022
19739;2/2/2022
19740;2/6/2023
19741;22/2/2024
19742;4/8/2021
19743;10/11/2022
19744;17/9/2021
19745;6/6/2020
19746;24/7/2021
19747;28/5/2023
19748;28/5/2023
19749;16/9/2020
19750;29/8/2024
19751;25/12/2021
19752;23/11/2021
19753;17/10/2022
19754;27/11/2023
19755;10/6/2021
19756;25/3/2023
19757;30/1/2020
19758;26/3/2020
19759;16/10/2024
19760;14/1/2023
19761;15/3/2022
19762;20/12/2020
19763;18/6/2022
19764;26/6/2023
19765;23/1/2022
19766;11/8/2024
19767;27/4/2022
19768;14/2/2021
19769;17/1/2023
19770;28/11/2022
19771;12/1/2022
19772;30/7/2020
19773;29/11/2021
19774;13/9/2021
19775;26/9/2023
19776;24/11/2020
19777;20/8/2021
19778;23/12/2020
19779;1/9/2021
19780;26/8/2023
19781;15/6/2021
19782;16/2/2024
19783;28/1/2023
19784;12/1/2024
19785;22/5/2020
19786;1/8/2020
19787;11/2/2024
19788;18/5/2023
19789;22/3/2022
19790;26/4/2021
19791;25/11/2022
19792;18/12/2021
19793;3/6/2021
19794;28/2/2024
19795;1/12/2022
19796;19/4/2024
19797;28/2/2021
19798;17/4/2024
19799;30/1/2024
19800;26/9/2024
19801;30/4/2022
19802;14/10/2021
19803;9/6/2020
19804;16/11/2023
19805;26/7/2022
19806;23/10/2024
19807;23/4/2022
19808;25/3/2021
19809;28/8/2023
19810;2/7/2020
19811;2/12/2020
19812;11/6/2022
19813;2/5/2020
19814;4/11/2020
19815;18/8/2021
19816;24/3/2023
19817;16/3/2020
19818;2/5/2024
19819;22/4/2023
19820;21/9/2022
19821;27/1/2022
19822;24/8/2021
19823;4/7/2022
19824;19/6/2024
19825;16/11/2023
19826;5/4/2024
19827;7/6/2021
19828;29/4/2023
19829;19/11/2022
19830;7/1/2024
19831;30/9/2020
19832;22/12/2021
19833;5/5/2021
19834;31/7/2021
19835;1/1/2024
19836;18/6/2022
19837;14/3/2024
19838;11/1/2021
19839;5/12/2020
19840;16/4/2021
19841;11/5/2023
19842;14/7/2021
19843;22/6/2023
19844;2/8/2023
19845;8/5/2020
19846;26/5/2023
19847;6/12/2022
19848;7/10/2022
19849;9/10/2020
19850;30/7/2020
19851;22/10/2023
19852;15/2/2024
19853;13/5/2020
19854;19/10/2022
19855;20/12/2020
19856;9/10/2020
19857;15/4/2021
19858;17/3/2021
19859;10/7/2020
19860;15/6/2021
19861;25/7/2023
19862;28/5/2020
19863;1/5/2020
19864;26/9/2020
19865;20/12/2023
19866;3/1/2023
19867;11/4/2021
19868;12/6/2021
19869;15/8/2021
19870;13/7/2020
19871;15/1/2021
19872;4/12/2022
19873;2/7/2021
19874;13/2/2023
19875;13/5/2020
19876;21/5/2021
19877;9/4/2020
19878;26/3/2022
19879;4/11/2021
19880;4/3/2022
19881;7/9/2022
19882;23/7/2024
19883;1/4/2020
19884;1/5/2021
19885;9/8/2021
19886;28/8/2020
19887;6/5/2023
19888;29/9/2024
19889;1/9/2022
19890;26/10/2020
19891;24/5/2022
19892;22/9/2021
19893;13/9/2023
19894;4/4/2023
19895;28/3/2022
19896;27/11/2023
19897;16/6/2020
19898;4/7/2022
19899;8/10/2020
19900;31/8/2023
19901;1/7/2022
19902;14/1/2023
19903;14/5/2021
19904;25/7/2022
19905;3/5/2021
19906;17/7/2020
19907;9/11/2023
19908;31/8/2023
19909;6/7/2023
19910;25/7/2020
19911;14/6/2021
19912;24/5/2022
19913;27/8/2020
19914;5/9/2020
19915;6/9/2022
19916;20/4/2022
19917;25/6/2021
19918;1/10/2022
19919;20/10/2021
19920;27/2/2023
19921;25/9/2021
19922;10/7/2020
19923;15/10/2020
19924;31/3/2024
19925;1/3/2020
19926;11/4/2020
19927;14/5/2020
19928;21/8/2024
19929;18/2/2021
19930;3/9/2024
19931;7/9/2023
19932;17/3/2021
19933;5/3/2020
19934;21/7/2020
19935;7/8/2022
19936;15/1/2024
19937;3/6/2020
19938;17/5/2021
19939;3/9/2021
19940;18/4/2023
19941;4/3/2020
19942;25/3/2020
19943;19/1/2020
19944;8/1/2023
19945;23/2/2021
19946;15/1/2022
19947;14/3/2023
19948;19/9/2022
19949;23/12/2023
19950;8/10/2024
19951;16/8/2021
19952;23/8/2024
19953;27/1/2023
19954;17/12/2020
19955;11/11/2024
19956;27/3/2024
19957;28/2/2020
19958;17/7/2023
19959;25/3/2023
19960;24/5/2023
19961;17/2/2020
19962;13/7/2022
19963;5/1/2021
19964;4/6/2024
19965;25/4/2023
19966;14/2/2021
19967;20/3/2023
19968;25/10/2020
19969;23/5/2023
19970;31/7/2022
19971;27/10/2022
19972;15/2/2023
19973;13/4/2024
19974;16/5/2024
19975;24/7/2021
19976;9/4/2023
19977;21/10/2021
19978;23/5/2024
19979;7/8/2023
19980;17/11/2021
19981;16/1/2024
19982;17/7/2020
19983;24/1/2022
19984;27/1/2023
19985;24/8/2022
19986;17/3/2020
19987;7/7/2020
19988;11/6/2022
19989;23/8/2021
19990;28/3/2023
19991;1/7/2021
19992;27/7/2022
19993;29/8/2024
19994;28/1/2020
19995;19/6/2020
19996;27/4/2024
19997;17/9/2022
19998;24/1/2020
19999;7/11/2023
20000;18/3/2023
20001;7/1/2020
20002;5/5/2020
20003;10/7/2024
20004;26/3/2021
20005;22/9/2024
20006;14/11/2021
20007;27/5/2023
20008;3/4/2021
20009;5/5/2023
20010;14/9/2020
20011;12/6/2022
20012;29/11/2020
20013;22/9/2024
20014;27/10/2024
20015;26/10/2024
20016;1/11/2021
20017;8/7/2021
20018;7/3/2022
20019;16/11/2021
20020;5/2/2022
20021;26/8/2023
20022;25/12/2021
20023;6/11/2022
20024;18/2/2024
20025;18/6/2023
20026;19/10/2021
20027;29/2/2020
20028;15/3/2021
20029;9/10/2020
20030;6/8/2023
20031;11/11/2022
20032;30/12/2023
20033;10/11/2021
20034;2/7/2021
20035;24/7/2020
20036;29/9/2023
20037;31/1/2022
20038;10/9/2021
20039;27/9/2024
20040;3/9/2024
20041;1/8/2021
20042;12/6/2022
20043;22/5/2024
20044;8/6/2020
20045;24/11/2021
20046;18/2/2022
20047;2/2/2022
20048;21/4/2023
20049;23/3/2023
20050;9/5/2022
20051;25/5/2024
20052;31/3/2022
20053;17/5/2024
20054;5/3/2021
20055;6/3/2023
20056;10/6/2023
20057;8/11/2023
20058;27/10/2023
20059;1/10/2022
20060;7/9/2023
20061;19/1/2023
20062;8/4/2022
20063;24/4/2020
20064;5/11/2021
20065;1/10/2020
20066;27/1/2020
20067;16/1/2022
20068;9/9/2020
20069;13/12/2023
20070;5/4/2021
20071;7/3/2024
20072;26/4/2021
20073;2/1/2022
20074;5/9/2024
20075;11/2/2023
20076;28/8/2021
20077;20/6/2024
20078;4/12/2023
20079;6/4/2022
20080;13/8/2023
20081;5/3/2021
20082;24/5/2021
20083;25/3/2022
20084;27/3/2022
20085;12/8/2020
20086;10/8/2023
20087;13/11/2021
20088;7/11/2022
20089;2/7/2021
20090;18/7/2024
20091;9/9/2020
20092;20/6/2023
20093;1/12/2023
20094;9/6/2021
20095;11/11/2023
20096;11/9/2020
20097;29/3/2023
20098;16/1/2022
20099;3/3/2022
20100;31/5/2020
20101;13/7/2020
20102;9/6/2024
20103;25/3/2021
20104;14/2/2022
20105;13/1/2020
20106;25/4/2021
20107;3/6/2022
20108;8/3/2022
20109;20/10/2023
20110;12/6/2023
20111;3/8/2023
20112;17/1/2024
20113;5/2/2020
20114;2/3/2023
20115;1/3/2023
20116;8/10/2023
20117;27/3/2021
20118;17/11/2023
20119;8/11/2023
20120;12/12/2021
20121;16/4/2021
20122;23/11/2023
20123;20/4/2022
20124;3/1/2023
20125;8/2/2024
20126;29/2/2024
20127;28/4/2020
20128;15/3/2023
20129;22/5/2024
20130;15/4/2023
20131;3/5/2023
20132;13/7/2020
20133;29/12/2021
20134;6/1/2024
20135;30/4/2023
20136;17/4/2021
20137;4/12/2021
20138;29/7/2020
20139;29/5/2024
20140;22/5/2024
20141;27/9/2020
20142;18/5/2024
20143;8/9/2023
20144;1/2/2023
20145;12/11/2021
20146;11/9/2020
20147;15/10/2020
20148;18/5/2021
20149;17/8/2022
20150;23/7/2020
20151;8/6/2021
20152;14/8/2024
20153;29/11/2021
20154;2/4/2021
20155;31/12/2022
20156;5/8/2021
20157;21/5/2021
20158;12/12/2021
20159;11/6/2023
20160;7/11/2022
20161;3/3/2022
20162;1/9/2024
20163;18/2/2022
20164;12/1/2020
20165;5/12/2022
20166;28/3/2020
20167;14/11/2020
20168;30/4/2021
20169;26/10/2024
20170;19/1/2023
20171;6/5/2020
20172;22/5/2022
20173;24/10/2022
20174;16/7/2021
20175;8/7/2020
20176;16/6/2020
20177;10/12/2020
20178;24/6/2023
20179;14/5/2023
20180;6/10/2024
20181;10/3/2024
20182;13/11/2020
20183;17/12/2023
20184;23/6/2024
20185;24/4/2022
20186;2/11/2020
20187;19/2/2023
20188;8/1/2023
20189;6/6/2024
20190;15/3/2021
20191;15/10/2021
20192;19/8/2022
20193;8/2/2020
20194;1/11/2023
20195;13/10/2020
20196;8/7/2021
20197;23/8/2021
20198;8/11/2024
20199;10/5/2022
20200;3/10/2021
20201;16/10/2020
20202;20/12/2021
20203;31/10/2020
20204;12/9/2022
20205;9/9/2021
20206;4/3/2022
20207;13/8/2020
20208;5/1/2022
20209;30/9/2023
20210;18/7/2020
20211;16/8/2022
20212;19/5/2021
20213;21/1/2022
20214;13/4/2022
20215;5/6/2021
20216;1/9/2020
20217;17/6/2020
20218;6/4/2021
20219;24/3/2022
20220;24/5/2022
20221;19/5/2022
20222;12/3/2024
20223;27/5/2023
20224;30/6/2021
20225;5/1/2024
20226;10/5/2022
20227;18/7/2021
20228;23/8/2021
20229;1/9/2020
20230;8/11/2023
20231;28/1/2024
20232;1/10/2024
20233;9/10/2022
20234;1/12/2020
20235;30/3/2023
20236;25/9/2023
20237;10/8/2020
20238;13/2/2024
20239;3/1/2023
20240;1/7/2022
20241;1/9/2023
20242;7/1/2023
20243;2/3/2020
20244;29/8/2021
20245;7/1/2020
20246;23/12/2022
20247;6/1/2021
20248;10/11/2022
20249;12/4/2022
20250;23/6/2021
20251;26/4/2022
20252;5/1/2020
20253;7/12/2022
20254;10/5/2024
20255;14/9/2022
20256;9/6/2024
20257;17/7/2022
20258;11/8/2021
20259;26/6/2024
20260;5/5/2024
20261;24/12/2021
20262;6/4/2020
20263;8/2/2020
20264;12/12/2021
20265;15/5/2021
20266;15/2/2024
20267;3/9/2024
20268;2/12/2021
20269;26/1/2022
20270;12/9/2022
20271;18/7/2020
20272;15/3/2022
20273;6/9/2021
20274;5/5/2021
20275;30/11/2023
20276;3/9/2023
20277;11/2/2020
20278;28/12/2022
20279;13/9/2020
20280;23/8/2021
20281;8/2/2020
20282;9/9/2024
20283;24/10/2024
20284;12/10/2022
20285;30/9/2023
20286;30/1/2022
20287;29/7/2021
20288;23/1/2024
20289;2/1/2021
20290;31/10/2020
20291;2/1/2024
20292;3/11/2021
20293;24/7/2020
20294;12/2/2020
20295;27/12/2021
20296;28/9/2022
20297;31/12/2020
20298;29/4/2023
20299;25/4/2023
20300;30/3/2023
20301;7/2/2024
20302;27/9/2023
20303;13/6/2021
20304;25/2/2023
20305;24/8/2020
20306;7/1/2022
20307;24/10/2020
20308;20/5/2023
20309;29/7/2024
20310;7/4/2022
20311;24/3/2021
20312;14/5/2023
20313;20/5/2021
20314;1/2/2023
20315;21/4/2023
20316;2/6/2023
20317;14/6/2020
20318;6/6/2023
20319;15/9/2023
20320;23/10/2020
20321;1/6/2023
20322;1/4/2024
20323;24/7/2022
20324;8/6/2020
20325;26/4/2024
20326;25/1/2020
20327;21/2/2021
20328;29/10/2021
20329;22/10/2022
20330;14/3/2021
20331;12/11/2022
20332;29/2/2020
20333;8/8/2023
20334;20/1/2023
20335;26/3/2023
20336;9/10/2020
20337;29/12/2023
20338;7/5/2024
20339;19/3/2020
20340;8/6/2020
20341;14/5/2023
20342;19/6/2021
20343;11/1/2023
20344;7/9/2024
20345;27/5/2024
20346;9/8/2023
20347;23/3/2024
20348;31/8/2023
20349;3/9/2024
20350;20/3/2022
20351;15/6/2020
20352;22/9/2021
20353;22/5/2022
20354;30/8/2021
20355;14/2/2021
20356;25/3/2021
20357;16/5/2022
20358;8/1/2024
20359;30/10/2024
20360;3/5/2021
20361;1/11/2022
20362;4/1/2023
20363;17/10/2020
20364;9/4/2024
20365;7/4/2020
20366;27/5/2021
20367;21/10/2024
20368;7/6/2023
20369;27/3/2023
20370;23/8/2024
20371;11/10/2020
20372;20/7/2021
20373;22/4/2021
20374;3/6/2021
20375;23/2/2020
20376;5/3/2020
20377;12/10/2024
20378;30/6/2021
20379;14/8/2020
20380;25/1/2024
20381;19/12/2020
20382;17/4/2022
20383;27/1/2020
20384;14/4/2023
20385;27/5/2020
20386;14/6/2024
20387;13/12/2022
20388;8/12/2021
20389;9/3/2023
20390;19/7/2020
20391;1/12/2022
20392;19/3/2023
20393;27/2/2024
20394;1/3/2022
20395;24/11/2023
20396;6/12/2022
20397;7/8/2021
20398;22/3/2021
20399;25/2/2020
20400;24/6/2021
20401;7/10/2022
20402;19/11/2020
20403;9/7/2024
20404;19/7/2023
20405;23/10/2022
20406;3/1/2021
20407;8/5/2020
20408;3/6/2020
20409;7/8/2021
20410;3/7/2021
20411;16/5/2023
20412;2/4/2021
20413;3/12/2023
20414;4/7/2022
20415;1/7/2024
20416;7/3/2021
20417;31/10/2020
20418;3/8/2023
20419;11/2/2021
20420;25/10/2020
20421;28/8/2022
20422;2/1/2023
20423;1/3/2020
20424;9/10/2020
20425;27/10/2023
20426;25/7/2024
20427;16/11/2023
20428;30/8/2023
20429;31/10/2024
20430;3/3/2020
20431;11/9/2022
20432;13/7/2021
20433;9/7/2021
20434;29/8/2023
20435;9/6/2024
20436;4/10/2022
20437;24/9/2020
20438;4/3/2020
20439;6/3/2022
20440;25/9/2021
20441;9/6/2021
20442;28/1/2023
20443;14/7/2023
20444;18/12/2023
20445;6/10/2024
20446;17/4/2020
20447;4/10/2021
20448;7/9/2023
20449;4/9/2021
20450;31/12/2021
20451;18/6/2022
20452;10/12/2021
20453;23/5/2022
20454;14/8/2020
20455;18/1/2020
20456;2/9/2023
20457;11/8/2020
20458;15/1/2024
20459;29/2/2020
20460;13/5/2021
20461;11/5/2023
20462;3/1/2021
20463;11/3/2022
20464;28/11/2021
20465;23/9/2021
20466;3/12/2020
20467;7/5/2023
20468;18/7/2021
20469;18/8/2024
20470;22/5/2020
20471;9/9/2023
20472;14/10/2023
20473;3/9/2024
20474;13/12/2023
20475;29/11/2023
20476;1/2/2023
20477;15/3/2024
20478;13/10/2024
20479;7/6/2023
20480;17/10/2022
20481;17/2/2022
20482;16/2/2022
20483;2/12/2022
20484;2/5/2020
20485;16/1/2021
20486;16/2/2023
20487;25/6/2021
20488;5/9/2023
20489;21/8/2022
20490;27/1/2020
20491;9/8/2020
20492;12/2/2022
20493;13/2/2022
20494;29/12/2020
20495;29/1/2021
20496;18/5/2022
20497;8/1/2022
20498;28/3/2021
20499;21/1/2021
20500;19/11/2020
20501;24/7/2024
20502;2/4/2023
20503;24/8/2022
20504;28/4/2022
20505;16/10/2022
20506;13/8/2024
20507;30/3/2022
20508;13/3/2021
20509;23/10/2020
20510;28/2/2022
20511;19/10/2022
20512;3/2/2023
20513;27/4/2021
20514;1/9/2023
20515;15/5/2024
20516;10/5/2021
20517;24/4/2024
20518;1/3/2020
20519;17/5/2023
20520;10/9/2021
20521;2/10/2021
20522;10/9/2024
20523;16/5/2023
20524;20/12/2021
20525;5/4/2022
20526;3/4/2023
20527;17/11/2022
20528;20/2/2023
20529;2/7/2023
20530;1/9/2020
20531;5/9/2022
20532;21/10/2023
20533;15/7/2022
20534;9/9/2024
20535;13/4/2024
20536;4/8/2024
20537;18/5/2022
20538;5/7/2023
20539;21/4/2021
20540;22/8/2023
20541;12/7/2021
20542;9/3/2021
20543;17/9/2023
20544;24/3/2023
20545;13/5/2023
20546;11/8/2020
20547;31/1/2024
20548;7/10/2023
20549;2/11/2020
20550;11/10/2024
20551;13/5/2022
20552;11/6/2024
20553;25/4/2020
20554;19/12/2021
20555;20/7/2022
20556;8/3/2021
20557;7/5/2020
20558;13/8/2024
20559;29/9/2024
20560;2/1/2021
20561;4/3/2024
20562;22/2/2023
20563;22/8/2022
20564;19/10/2021
20565;10/1/2024
20566;28/9/2021
20567;29/5/2021
20568;12/7/2020
20569;27/6/2020
20570;16/6/2021
20571;14/9/2023
20572;20/7/2022
20573;26/9/2023
20574;26/5/2021
20575;25/4/2023
20576;22/9/2024
20577;14/8/2022
20578;12/1/2024
20579;17/12/2021
20580;17/11/2020
20581;28/10/2022
20582;5/2/2022
20583;4/3/2023
20584;27/4/2023
20585;8/11/2022
20586;13/4/2021
20587;21/11/2023
20588;25/7/2022
20589;6/6/2020
20590;5/4/2020
20591;1/5/2023
20592;7/7/2021
20593;7/7/2024
20594;8/4/2021
20595;9/7/2023
20596;11/7/2020
20597;26/6/2024
20598;4/12/2022
20599;17/9/2023
20600;11/4/2023
20601;21/5/2022
20602;28/3/2020
20603;15/5/2022
20604;13/7/2023
20605;1/10/2023
20606;20/9/2021
20607;16/11/2023
20608;11/12/2022
20609;20/5/2023
20610;8/6/2024
20611;27/8/2020
20612;26/9/2024
20613;12/11/2020
20614;21/10/2021
20615;21/12/2023
20616;9/2/2021
20617;18/5/2020
20618;17/12/2020
20619;15/8/2024
20620;2/6/2022
20621;5/5/2024
20622;25/11/2021
20623;20/9/2021
20624;5/7/2023
20625;22/5/2022
20626;23/2/2023
20627;5/12/2021
20628;6/3/2020
20629;13/4/2024
20630;24/12/2023
20631;17/7/2020
20632;31/3/2023
20633;24/3/2021
20634;9/3/2023
20635;21/2/2022
20636;20/10/2021
20637;1/3/2023
20638;9/11/2022
20639;26/9/2023
20640;27/1/2022
20641;31/10/2020
20642;16/5/2023
20643;22/9/2022
20644;5/10/2021
20645;30/5/2021
20646;8/11/2023
20647;22/4/2024
20648;24/10/2022
20649;10/11/2022
20650;3/10/2020
20651;24/12/2023
20652;4/11/2024
20653;10/5/2024
20654;15/1/2020
20655;31/8/2023
20656;11/11/2024
20657;28/7/2022
20658;9/11/2021
20659;3/6/2022
20660;28/1/2022
20661;19/8/2020
20662;21/8/2022
20663;17/10/2020
20664;10/9/2024
20665;23/10/2024
20666;18/10/2023
20667;10/4/2022
20668;15/6/2022
20669;23/4/2024
20670;9/3/2023
20671;26/7/2021
20672;17/11/2021
20673;8/11/2020
20674;7/2/2022
20675;13/8/2021
20676;12/7/2022
20677;3/1/2022
20678;6/5/2022
20679;30/9/2023
20680;25/10/2020
20681;3/6/2022
20682;30/6/2024
20683;30/1/2021
20684;16/1/2024
20685;22/4/2024
20686;28/7/2024
20687;29/9/2021
20688;2/6/2024
20689;15/5/2024
20690;20/8/2022
20691;10/6/2023
20692;11/4/2020
20693;9/7/2021
20694;30/8/2024
20695;18/6/2022
20696;5/5/2024
20697;12/6/2020
20698;28/8/2021
20699;2/4/2022
20700;19/2/2021
20701;25/4/2022
20702;10/9/2023
20703;11/9/2023
20704;16/1/2024
20705;24/10/2024
20706;27/4/2024
20707;1/10/2020
20708;25/6/2024
20709;17/6/2023
20710;20/11/2020
20711;18/4/2021
20712;18/2/2024
20713;19/10/2021
20714;11/10/2022
20715;29/10/2020
20716;5/6/2020
20717;30/6/2022
20718;18/6/2022
20719;5/5/2020
20720;21/7/2022
20721;13/10/2024
20722;6/10/2022
20723;25/10/2020
20724;4/4/2023
20725;26/10/2020
20726;13/3/2024
20727;17/9/2021
20728;28/11/2020
20729;30/9/2020
20730;19/2/2021
20731;25/8/2022
20732;17/7/2022
20733;28/3/2023
20734;10/12/2021
20735;18/8/2023
20736;8/1/2020
20737;17/8/2021
20738;27/5/2020
20739;22/9/2021
20740;7/6/2024
20741;21/11/2020
20742;30/1/2023
20743;8/4/2023
20744;3/11/2022
20745;18/8/2023
20746;14/3/2020
20747;9/3/2023
20748;24/4/2024
20749;29/5/2023
20750;5/8/2024
20751;19/6/2020
20752;28/10/2022
20753;13/11/2020
20754;17/1/2020
20755;26/3/2021
20756;3/4/2023
20757;1/9/2021
20758;11/10/2020
20759;7/7/2022
20760;5/3/2020
20761;16/2/2021
20762;15/4/2023
20763;11/7/2021
20764;22/4/2022
20765;23/5/2021
20766;7/12/2021
20767;23/1/2022
20768;14/1/2024
20769;17/5/2024
20770;31/7/2020
20771;21/6/2024
20772;17/10/2021
20773;5/12/2023
20774;15/10/2023
20775;14/12/2020
20776;30/12/2023
20777;10/7/2022
20778;13/8/2020
20779;1/5/2020
20780;11/1/2022
20781;6/1/2020
20782;28/10/2022
20783;31/10/2022
20784;10/5/2020
20785;10/8/2022
20786;21/1/2020
20787;25/2/2021
20788;9/3/2021
20789;20/6/2024
20790;25/5/2022
20791;21/3/2022
20792;7/8/2021
20793;10/7/2022
20794;3/3/2020
20795;14/11/2021
20796;29/11/2022
20797;12/5/2021
20798;19/6/2024
20799;7/1/2024
20800;5/4/2022
20801;8/10/2021
20802;26/1/2022
20803;14/2/2023
20804;17/6/2021
20805;22/12/2022
20806;1/10/2022
20807;27/10/2023
20808;9/3/2022
20809;18/5/2024
20810;23/8/2022
20811;29/4/2024
20812;10/1/2021
20813;31/3/2023
20814;19/12/2020
20815;15/11/2021
20816;24/4/2023
20817;23/6/2024
20818;2/7/2020
20819;10/7/2020
20820;16/6/2022
20821;14/3/2024
20822;5/11/2024
20823;18/2/2020
20824;8/11/2021
20825;9/2/2024
20826;16/6/2023
20827;11/5/2022
20828;25/10/2020
20829;2/10/2020
20830;26/10/2024
20831;17/4/2023
20832;22/5/2023
20833;26/3/2023
20834;21/2/2024
20835;7/7/2024
20836;24/6/2022
20837;20/5/2024
20838;5/1/2020
20839;13/8/2021
20840;14/9/2022
20841;7/8/2023
20842;11/1/2021
20843;7/1/2021
20844;10/3/2022
20845;18/5/2023
20846;2/10/2020
20847;1/3/2022
20848;1/1/2024
20849;20/7/2024
20850;6/6/2022
20851;21/1/2023
20852;19/2/2020
20853;11/2/2023
20854;17/12/2020
20855;23/10/2022
20856;2/11/2023
20857;30/12/2021
20858;20/9/2024
20859;23/1/2020
20860;15/8/2023
20861;21/2/2024
20862;28/12/2021
20863;21/7/2023
20864;26/2/2021
20865;4/9/2020
20866;10/1/2020
20867;28/3/2020
20868;27/9/2020
20869;30/4/2023
20870;26/7/2023
20871;16/1/2023
20872;31/8/2024
20873;11/2/2023
20874;4/1/2021
20875;24/2/2020
20876;13/8/2024
20877;1/12/2022
20878;18/8/2021
20879;17/9/2022
20880;18/11/2022
20881;26/8/2024
20882;15/2/2020
20883;7/3/2022
20884;23/5/2022
20885;11/3/2022
20886;12/12/2020
20887;26/2/2022
20888;28/7/2023
20889;23/10/2023
20890;11/1/2021
20891;18/6/2024
20892;16/5/2022
20893;30/12/2020
20894;10/8/2021
20895;16/12/2021
20896;3/6/2023
20897;31/1/2022
20898;15/2/2024
20899;3/5/2021
20900;29/6/2022
20901;29/3/2021
20902;12/3/2020
20903;9/7/2024
20904;9/2/2022
20905;18/8/2020
20906;1/5/2020
20907;8/10/2023
20908;27/6/2021
20909;15/12/2022
20910;4/5/2022
20911;11/6/2021
20912;30/4/2021
20913;22/4/2022
20914;11/10/2023
20915;26/3/2021
20916;16/3/2022
20917;7/3/2021
20918;25/3/2023
20919;5/9/2020
20920;5/6/2020
20921;1/8/2021
20922;21/5/2022
20923;20/8/2022
20924;24/4/2024
20925;20/5/2023
20926;3/8/2023
20927;16/7/2020
20928;27/2/2023
20929;3/1/2022
20930;18/4/2022
20931;16/3/2023
20932;26/12/2022
20933;6/7/2022
20934;28/5/2021
20935;20/1/2023
20936;28/2/2022
20937;21/8/2021
20938;27/1/2022
20939;21/2/2022
20940;3/4/2021
20941;4/1/2021
20942;7/10/2022
20943;16/11/2020
20944;25/5/2022
20945;10/4/2023
20946;3/7/2024
20947;31/5/2021
20948;11/11/2021
20949;11/7/2023
20950;16/6/2020
20951;24/3/2024
20952;13/12/2020
20953;30/10/2024
20954;21/7/2022
20955;28/10/2024
20956;24/3/2024
20957;10/8/2020
20958;31/12/2021
20959;5/2/2023
20960;27/4/2021
20961;14/4/2024
20962;23/7/2024
20963;4/10/2023
20964;12/4/2022
20965;23/2/2021
20966;5/11/2020
20967;18/4/2020
20968;3/5/2021
20969;1/7/2021
20970;23/9/2021
20971;20/8/2021
20972;24/6/2024
20973;8/12/2020
20974;10/4/2024
20975;24/9/2024
20976;20/8/2021
20977;4/6/2023
20978;6/7/2020
20979;4/8/2021
20980;22/9/2024
20981;21/12/2023
20982;1/11/2022
20983;4/10/2023
20984;11/3/2023
20985;9/7/2023
20986;20/11/2023
20987;13/11/2021
20988;15/4/2022
20989;2/7/2023
20990;22/5/2024
20991;17/6/2024
20992;23/6/2022
20993;10/7/2023
20994;6/8/2024
20995;3/9/2023
20996;17/9/2021
20997;6/8/2021
20998;23/7/2024
20999;11/5/2022
21000;19/7/2020
21001;3/4/2021
21002;3/7/2022
21003;3/12/2020
21004;25/3/2023
